id,organization_name,organization_description,organization_type,collectivity_type,staff,population,consolidation_method,reporting_year,total_scope_1,total_scope_2,total_scope_3,reference_year,action_plan,reductions_scope_1_2,reductions_scope_1,reductions_scope_2,reductions_scope_3,is_draft,source_url
1779,Transavia France,Transport aérien de passagers,Entreprise,,662,,Opérationnel,2015,447685.0,16.0,76178.0,,Oui,300.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1779/back/bilans
1780,Rockwool France SAS,Fabrication & commercialisation de produits à base de laines minérales,Entreprise,,820,,Opérationnel,2015,106259.0,6714.0,0.0,,Oui,1216.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1780/back/bilans
1781,VILLE D'AVIGNON,,Collectivité territoriale (dont EPCI),Communes,1800,92000.0,,2015,4843.0,1956.0,0.0,,Oui,,4843.0,1956.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1781/back/bilans
1783,CONSEIL DEPARTEMENTAL DU NORD,,Collectivité territoriale (dont EPCI),Départements,8300,2600000.0,,2014,43024.0,4594.0,103343.0,,Oui,7500.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1783/back/bilans
1784,Service Départemental d'Incendie et de Secours des Pyrénées Orientales,"Les services d'incendie et de secours sont chargés de la prévention, de la protection et de la lutte contre les incendies.
Ils concourent, avec les autres services et professionnels concernés, à la protection et à la lutte contre les autres accidents, sinistres et catastrophes, à l'évaluation et à la prévention des risques technologiques ou naturels ainsi qu'aux secours d'urgence.",Etablissement public,,425,,Opérationnel,2015,1520.82,231.54,0.0,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1784/back/bilans
1788,QUALICONSULT,"Contrôle Technique des Constructions, diagnostics simples et attestations.",Entreprise,,289,,Opérationnel,2014,2150.0,105.0,0.0,2011.0,Oui,112.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1788/back/bilans
1789,QUALICONSULT EXPLOITATION,"Contrôles et vérifications réglementaires des équipements, diagnostics et assistance technique sur des bâtiments ou installations en exploitation.",Entreprise,,559,,Opérationnel,2014,1729.0,23.0,0.0,2011.0,Oui,110.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1789/back/bilans
1790,Euroserum,Euroserum est spécialisé dans la fabrication de poudre de lactosérum déminéralisé,Entreprise,,636,,Financier,2015,60780.369999999995,15578.0,0.0,2015.0,Oui,,19974.0,628.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1790/back/bilans
1796,MACOPRODUCTIONS,"Production de kits de transfusion et de produits de biothérapie (site de Tourcoing)
Production de poches de perfusion et de masques (site de Mouvaux)",Entreprise,,1275,,Opérationnel,2015,3948.723,848.1,0.0,,Oui,100.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1796/back/bilans
1797,BOREALIS CHIMIE SAS,Fabrication de produits azotés et d'engrais 2015Z,Entreprise,,640,,Opérationnel,2015,1405654.0,20679.0,0.0,,Oui,9232.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1797/back/bilans
1799,Entreprise Générale Léon Grosse,,Entreprise,,2246,,Opérationnel,2015,1319.4499999999998,1862.85,0.0,,Oui,10.0,,,10.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1799/back/bilans
1800,X-FAB FRANCE,Fabrication de semiconducteurs,Entreprise,,950,,Opérationnel,2015,89289.0,4255.0,849.0,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1800/back/bilans
1802,ASSYSTEM REGIONS,"Ingénierie, bureau d’études, conseil assistance maintenance",Entreprise,,817,,Opérationnel,2015,519.0,18.0,388.0,,Oui,,24.0,1.0,25.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1802/back/bilans
1803,CREDIT AGRICOLE PAYMENT SERVICES SAS,"Leader sur le marché des paiements en France, Crédit Agricole Payment Services dispose d'un savoir-faire, d'une dimension et d'infrastructures qui lui permettent de proposer aux banques et aux grands remettants des solutions simples, complètes, performantes, compétitives et conformes à toutes les exigences réglementaires et techniques du secteur",Entreprise,,700,,Opérationnel,2014,470.0,395.0,7233.0,,Oui,,75.0,280.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1803/back/bilans
1805,Centre hospitalier InterCommunal des Alpes du Sud (CHICAS Gap - Sisteron),,Etablissement public,,1600,,Financier,2015,1439.08,526.03,0.0,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1805/back/bilans
1807,Département du Tarn,,Collectivité territoriale (dont EPCI),Départements,2178,381927.0,,2015,4393.0,276.0,25727.0,2012.0,Oui,298.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1807/back/bilans
1812,Hôpital de Pédiatrie et de Rééducation,Etablissement public de santé en soins de suite et de réadaptation pédiatriques,Etablissement public,,415,,Financier,2015,42031.0,37278.0,0.0,,Oui,100.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1812/back/bilans
1814,BRICORAMA FRANCE,Bricorama est le premier groupe indépendant sur le marché des surfaces moyennes de bricolage.,Entreprise,,2700,,Opérationnel,2016,4376.0,2405.0,495.0,2011.0,Oui,,630.0,390.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1814/back/bilans
1815,Centre Hospitalier Edouard Toulouse,"Le CH Edouard Toulouse établissement public de santé mentale situé dans le 15ème arrondissement de Marseille dispose de structures intra et extra hospitalières pour la prise en charge de patients (adultes, adolescents, enfants) souffrant de pathologie psychiatrique. Il dessert les 1er, 2ème, 3ème, 13ème, 14ème, 15ème, 16ème arrondissements ainsi que Septèmes les Vallons et les Pennes Mirabeau.",Etablissement public,,1090,,Financier,2015,1885.0,92.0,373.0,,Oui,100.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1815/back/bilans
1817,CENTRE HOSPITALIER AGEN-NERAC,établissement public de santé,Etablissement public,,1730,,Opérationnel,2015,2575.0,896.0,0.0,2011.0,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1817/back/bilans
1819,Euralis Gastronomie,Abattage et transformation de canard gras,Entreprise,,1300,,Opérationnel,2015,7753.0,2141.0,0.0,,Oui,200.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1819/back/bilans
1821,EHTP,"Avec sa filiale spécialisée EHTP, NGE maîtrise les techniques liées à la collecte, au transport et au traitement des eaux usées, au renouvellement et à l’interconnexion des conduites AEP, à l’hydraulique associée, au traitement de l’eau potable, à la pose et l’équipement de réseaux secs notamment pour les travaux électriques et de liaison de fibres optiques.",Entreprise,,589,,Opérationnel,2015,7437.91,4.39,1710.0,2012.0,Oui,,372.0,0.2,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1821/back/bilans
1823,Centre Hospitalier Intercommunal de COGNAC,"Le Centre Hospitalier Intercommunal du Pays de COGNAC est un établissement de santé avec des activités d’hospitalisation : maternité, urgences, soins continus, médecine (oncologie, cardiologie, pneumologie, diabétologie, gastroentérologie), et des activités de consultations externes : asthme, éducation thérapeutique, cardiologie, douleur, dépistage séropositivité, VIH, diabétologie, diététique et suivi diététique, gastro-entérologie, gérontologie, gynécologie obstétrique, imagerie médicale, scan",Etablissement public,,442,,Financier,2015,277.0,53.0,0.0,,Oui,30.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1823/back/bilans
1825,Centre Hospitalier de Wattrelos,,Etablissement public,,350,,Opérationnel,2015,61.0,84.0,14.0,2012.0,Oui,29.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1825/back/bilans
1827,Régie Ligne d'Azur,Transports urbains de l'agglomération Nice côte d'Azur,Etablissement public,,1197,,Opérationnel,2015,13380.434000000001,662.39,51.14,,Oui,,0.0,0.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1827/back/bilans
1828,PetroIneos Manufacturing France,Raffinerie de produits pétroliés,Entreprise,,661,,Opérationnel,2015,1264197.8538,219326.0,0.0,,Oui,50000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1828/back/bilans
1829,MAISON JOHANES BOUBEE SAS,"Conditionnement et logistique de vin, sirop et Spiritueux",Entreprise,,570,,Opérationnel,2014,1289.0,631.0,0.0,,Oui,40.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1829/back/bilans
1832,AIGLE INTERNATIONAL SA,"Fabrication de bottes en caoutchouc et négoces de chaussures ,vêtements et accessoires",Entreprise,,695,,Opérationnel,2015,1830.5,374.0,0.0,2011.0,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1832/back/bilans
1836,Cheminées POUJOULAT SA,Fabrication de conduits d'évacuation de fumées,Entreprise,,753,,Opérationnel,2016,3625.117,290.0,0.0,,Oui,280.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1836/back/bilans
1838,Mutualité française Loire - Haute Loire SSAM,"Organisme à but non lucratif, la Mutualité française Loire – Haute Loire SSAM met à la disposition des adhérents des mutuelles, et à travers ses missions de service public, à l'ensemble de la population, un réseau d'une soixantaine d'établissements de soins et de services. La raison d'être de ces établissements est de favoriser l'accès aux soins au plus grand nombre, avec des prestations de qualité et un reste à charge maîtrisé.",Association,,1800,,Opérationnel,2015,3590.7,920.4,0.0,,Oui,,103.0,2.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1838/back/bilans
1839,Centre Hospitalier de Rambouillet,Etablissement public de Santé de 478 lits et places dont 238 MCO (Médecine Chirurgie Obstétrique) un EHPAD (Etablissement Hébergeant des Personnes Agées Dépendantes de 160 lits) un SSIAD (Service de Soins Infirmier à Domicile) et un Institut de Formations Paramédicales.,Etablissement public,,1136,,Opérationnel,2015,2289.0,152.0,0.0,2011.0,Oui,47.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1839/back/bilans
1840,CARSAT Centre Ouest,"Gestion des retraites des assurés sociaux du régime général de la Sécurité Sociale.
Aide aux personnes âgées.
Prévention et tarification des accidents du travail",Entreprise,,715,,Opérationnel,2015,88.0,365.0,0.0,,Oui,100.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1840/back/bilans
1841,Centre Hospitalier de Cannes,"Centre Hospitalier pluridisciplinaire, le Centre Hospitalier de Cannes assure des soins dans les services de médecine (médecine, chirurgie, gynéco-obstétrique), de psychiatrie, de moyen et long séjour et d’hébergement. Le Centre Hospitalier de Cannes est un établissement public de santé de santé 55 000 m2 construits, 882 lits et places et comportant un effectif de 1 800 personnes.",Etablissement public,,1800,,Opérationnel,2015,2343.56,685.46,606.53,2012.0,Oui,109.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1841/back/bilans
1842,Clinique Saint-George,Etablissement de santé,Entreprise,,519,,Opérationnel,2015,2000.0,423.0,0.0,2011.0,Oui,,25.0,5.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1842/back/bilans
1843,RHENUS LOGISTICS FRANCE (S.A.S.),"Rhenus Logistics réalise l’ensemble des opérations de logistique dans des entrepôts dédiés ou multi-clients (Réception/Stockage/Préparation de commandes/expéditions). Rhenus propose aussi du pilotage de flux, des prestations In Situ, du co-packing, du service de douanes.",Entreprise,,682,,Opérationnel,2015,1914.0,438.0,13595.0,2011.0,Oui,154.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1843/back/bilans
1845,CHVA,Etablissement de santé: hôpital et médico-sociaux,Etablissement public,,664,,Opérationnel,2014,1073.4,181.3,0.0,2011.0,Oui,,7.8,6.5,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1845/back/bilans
1849,Caisse d'allocations familiales de la Gironde,"Organisme de prévoyance sociale à régime général de la
Sécurité Sociale",Entreprise,,746,,Opérationnel,2014,287.0,78.0,0.0,,Oui,,287.0,78.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1849/back/bilans
1852,DEPARTEMENT DE VAUCLUSE,,Collectivité territoriale (dont EPCI),Départements,2562,542000.0,,2011,11617.0,888.0,43969.0,,Oui,6000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1852/back/bilans
1857,Villeurbanne,,Collectivité territoriale (dont EPCI),Communes,2200,147192.0,,2014,5227.0,2253.0,13760.0,,Oui,224.0,,,413.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1857/back/bilans
1860,GROUPAMA MEDITERANEE,Caisse régionale d'assurances,Entreprise,,1670,,Opérationnel,2015,2336.0,146.0,4541.0,,Oui,,2103.0,131.0,4087.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1860/back/bilans
1861,TEMPS DE VIE,"TEMPS DE VIE a pour objet l'engagement et la réalisation de missions d'intérêt social en faveur des personnes justifiant un accompagnement ou une assistance particulière au vu de leur situation économique, sociale, psychologique ou physique.",Entreprise,,1364,,Opérationnel,2016,2323.642,414.0,0.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1861/back/bilans
1863,Grenoble-Alpes Métropole,,Collectivité territoriale (dont EPCI),Métropole,942,447692.0,,2014,3159.9,4409.23,0.0,2011.0,Oui,530.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1863/back/bilans
1866,Cpam de la Gironde,"La CPAM exerce une mission de service public, en assurant les relations de proximité avec les publics de l'Assurance
Maladie. Elle participe aux activités de gestion (collecte des cotisations, versement des prestations) de la couverture des
risques maladie, maternité, accident du travail, maladie professionnelle, invalidité dans le département.",Entreprise,,1227,,Opérationnel,2014,717.371,172.0,4371.71,2011.0,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1866/back/bilans
1867,Kermené,,Entreprise,,3474,,Opérationnel,2015,19062.600000000002,8943.4,0.0,,Oui,,20.0,2.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1867/back/bilans
1869,Beauty Success sas,Commerce de détail en parfumerie et institut de beauté,Entreprise,,808,,Opérationnel,2014,580.0,2.0,0.0,,Oui,10.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1869/back/bilans
1870,SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE LA GIRONDE,Service de secours,Etablissement public,,5249,,Financier,2011,3220.16,406.28,1114.73,,Oui,,44.0,2.5,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1870/back/bilans
1871,Centre Hospitalier de Perpignan,Établissement de santé,Etablissement public,,3300,,Opérationnel,2015,4997.0,1587.0,879.0,,Oui,,4996.0,1587.0,879.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1871/back/bilans
1876,CARSAT Aquitaine,Activités de sécurité sociale Retraite et Santé au Travail,Entreprise,,866,,Opérationnel,2014,293.0,227.0,4830.0,,Oui,,128.0,23.0,587.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1876/back/bilans
1880,DELTA DORE SA,"Les activités de DELTA DORE sont ciblées sur la maison connectée (domotique) :
- Les établissements de BONNEMAIN et de ETRELLES est notamment en charge de l'assemblage d'équipements de solutions domotiques, de la soudure des composants électroniques à l’application de ces outils haute technologie,
- L’établissement de TINENIAC est un bâtiment récent car il a été construit en 2014. Il possède une zone de bureau (2015), un entrepôt logistique et une ligne de conditionnement (préparation de comma",Entreprise,,571,,Opérationnel,2014,185.7,347.6,0.0,2010.0,Oui,,28.0,34.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1880/back/bilans
1883,Centre hospitalier Jean COULON,Etablissement de soins et d'hébergement,Etablissement public,,374,,Opérationnel,2015,1245.0,69.0,0.0,2011.0,Oui,900.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1883/back/bilans
1884,Université de Limoges,enseignement supérieur et Recherche,Etablissement public,,1829,,Opérationnel,2014,939.0,1657.0,0.0,2013.0,Oui,900.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1884/back/bilans
1888,Rector Lesage,Fabrication et commercialisation d'éléments en béton pour la construction,Entreprise,,708,,Opérationnel,2015,4692.0,932.0,0.0,,Oui,,627.0,137.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1888/back/bilans
1891,Gambro Industries,Fabrication de materiel médical,Entreprise,,550,,Opérationnel,2015,6715.0,1649.0,0.0,2011.0,Oui,500.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1891/back/bilans
1893,OMS Synergie Group,"La société OMS Synergie Group, est spécialisée dans l'hygiène et la propreté depuis plus de 35 ans.",Entreprise,,4342,,Opérationnel,2016,757.0,24.0,0.0,,Oui,,757.0,24.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1893/back/bilans
1894,centre hospitalier,,Etablissement public,,2000,,Opérationnel,2014,365.054,2327.433,0.0,2011.0,Oui,654.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/1894/back/bilans
